,isbn,count
39466,078688861X,4
39467,8845225941,2
39468,0399145060,4
39469,0380711206,1
39470,0804111227,1
39471,0060173076,4
39472,0425166627,4
39473,0380711117,1
39474,0061092908,2
39475,0062505017,3
39476,0310348919,1
39477,044920622X,1
39478,0449901572,3
39479,0451115031,3
39480,0451149971,1
39481,0451401271,1
39482,0553264389,1
39483,0553280376,1
39484,0671543423,1
39485,1572240687,1
39486,3442441935,0
39487,0373264372,2
39488,0804119724,11
39489,013032129X,1
39490,0345340892,6
39491,0471572918,0
39492,0517572605,1
39493,051758283X,1
39494,0761506128,1
39495,0800713613,1
39496,1880539292,0
39497,0345430840,2
39498,0060186305,2
39499,0883260506,1
39500,0394574753,6
39501,067165912X,1
39502,0345371070,0
39503,0345431707,1
39504,0380795973,2
39505,044922032X,1
39506,0672314983,0
39507,1555218954,2
39508,8170215404,1
39509,8185985189,1
39510,0385720173,2
39511,0399217258,2
39512,0743238532,0
39513,0743249291,4
39514,0743249305,3
39515,0806514760,1
39516,1400052726,3
39517,0061030872,1
39518,0312976909,5
39519,0440226147,1
39520,0064473384,2
39521,014038166X,2
39522,059025510X,1
39523,190315510X,2
39524,0425178188,3
39525,0906969778,1
39526,0684838184,3
39527,0735202230,0
39528,0785807284,1
39529,1883672899,1
39530,0385484089,1
39531,0446516775,2
39532,0802880533,1
39533,0553281003,2
39534,047106128X,1
39535,0062511254,2
39536,1573247073,1
39537,0380777428,1
39538,0380777851,1
39539,0380778297,1
39540,0380781174,1
39541,0436279746,0
39542,059002972X,2
39543,0590397761,2
39544,0590399993,1
39545,0590473549,1
39546,059084766X,2
39547,059088025X,1
39548,0590880268,1
39549,0603032826,1
39550,0749730757,1
39551,0861635744,0
39552,0765345889,3
39553,0312254377,1
39554,0156537060,0
39555,0060166495,1
39556,0060914319,1
39557,0061044334,1
39558,0155510967,1
39559,0312082738,0
39560,0375727191,4
39561,039456006X,0
39562,0425180883,4
39563,0441769772,3
39564,0451455509,4
39565,0451619579,1
39566,0553574299,1
39567,0553581309,4
39568,0573692424,1
39569,0671551655,2
39570,0671721593,0
39571,0671722123,1
39572,0671798316,4
39573,0671876791,1
39574,0743423801,3
39575,0743462785,1
39576,0786882638,2
39577,0823088170,1
39578,0884001806,1
39579,0964954273,1
39580,1558539328,1
39581,1563897954,0
39582,1575665530,1
39583,1580630073,2
39584,158899256X,1
39585,187806794X,1
39586,1886360065,1
39587,1892597055,2
39588,0312862024,0
39589,0380455757,2
39590,0399126503,1
39591,0446512648,1
39592,0446673579,1
39593,0446673587,3
39594,0521633982,0
39595,0553053159,1
39596,0553101749,1
39597,0553266284,1
39598,0671625829,5
39599,0743400135,1
39600,0877954437,1
39601,096559016X,1
39602,0375705244,5
39603,0375419934,0
39604,0553292498,2
39605,0553296612,1
39606,0553296809,1
39607,0679402543,0
39608,0679417125,1
39609,0679460497,1
39610,1559271833,1
39611,1567403085,1
39612,1567408265,0
39613,1567408389,1
39614,1570426007,2
39615,0312313829,1
39616,0451521943,3
39617,067942718X,1
39618,0767906713,1
39619,0875963005,1
39620,0897321146,1
39621,0020869401,2
39622,0060925728,1
39623,0060931728,2
39624,0060933917,1
39625,0060950668,2
39626,0060973684,4
39627,0064440532,1
39628,006444192X,1
39629,0099388308,1
39630,0140148590,6
39631,0140240187,1
39632,0140266712,2
39633,0140501827,1
39634,0152001182,2
39635,0152380213,1
39636,0156010690,1
39637,0307021491,4
39638,0307101673,0
39639,0307117383,1
39640,0307118932,2
39641,0307119491,1
39642,0307119750,7
39643,0307124959,1
39644,0307130576,0
39645,0307301397,2
39646,0307681076,1
39647,0312261551,1
39648,0312959214,1
39649,0316058432,4
39650,0345455320,3
39651,0373169647,0
39652,0380722925,4
39653,0380794667,1
39654,0394750918,2
39655,039486154X,1
39656,0394865707,4
39657,0394865804,1
39658,0394871804,7
39659,0395368952,1
39660,0439115191,1
39661,0439443261,1
39662,044922290X,3
39663,0452275849,2
39664,0465030882,0
39665,0486229777,1
39666,0486269299,2
39667,0515108766,1
39668,0553237330,1
39669,0553244531,2
39670,0553567608,1
39671,0573693331,1
39672,0590262645,1
39673,0590410474,1
39674,0590430122,2
39675,0590442627,3
39676,0590449486,2
39677,0590475460,1
39678,0609803115,1
39679,0609804197,0
39680,0631159282,1
39681,0670851876,1
39682,0671732463,2
39683,0679773533,1
39684,0679876669,1
39685,0689504799,2
39686,0717282783,2
39687,0740700251,1
39688,0741414074,1
39689,0743229339,1
39690,075820177X,1
39691,0761124209,2
39692,0767914031,1
39693,0805029281,2
39694,0806947241,1
39695,0810119803,1
39696,0810932741,1
39697,0816707960,2
39698,084233341X,1
39699,0843119039,2
39700,0875290485,1
39701,0884196615,0
39702,0887306705,1
39703,0893755931,2
39704,0894866370,5
39705,0932870619,1
39706,1562800868,2
39707,1562822047,1
39708,1570250782,0
39709,1575664461,1
39710,1589253507,1
39711,1843100371,1
39712,1887166440,1
39713,189162024X,1
39714,189322466X,1
39715,B0001GMSV2,2
39716,0439149770,5
39717,0689841140,3
39718,0812097815,1
39719,0939810026,1
39720,1552091554,1
39721,1562474812,1
39722,1564586146,2
39723,0380709597,4
39724,0316491705,1
39725,0553282794,1
39726,0684810204,3
39727,0879755733,1
39728,0886777941,4
39729,097188191X,3
39730,0345439147,1
39731,0375704434,3
39732,0385499833,3
39733,0805064958,3
39734,0253372658,1
39735,0316035297,1
39736,0618112200,1
39737,0399140824,4
39738,2070415732,4
39739,0446674370,2
39740,0446610623,2
39741,0449300439,1
39742,0812577663,3
39743,0465029906,0
39744,3257233191,2
39745,3404920767,2
39746,357012701X,2
39747,0871206404,2
39748,0553142607,3
39749,055314717X,5
39750,0553201743,2
39751,0553209191,1
39752,0553229257,1
39753,0897330137,1
39754,8483106019,1
39755,0060913150,1
39756,0156001144,1
39757,0486213943,1
39758,0553380826,1
39759,0743407253,1
39760,0871961296,2
39761,0880292547,2
39762,0785264922,1
39763,0571199402,0
39764,0345315251,2
39765,0517883015,1
39766,0679721878,1
39767,074320297X,2
39768,1881527301,2
39769,0861126386,0
39770,1559705612,1
39771,0140119485,2
39772,0375703632,7
39773,0380711575,2
39774,0385314337,6
39775,0395470897,1
39776,0446315001,4
39777,048626467X,1
39778,3596147700,3
39779,3423000015,5
39780,0060086629,0
39781,0156012030,4
39782,0312253486,4
39783,0312262868,2
39784,0312867778,1
39785,0375507345,1
39786,039450691X,2
39787,0441010156,5
39788,0446530980,4
39789,0618131655,1
39790,0671434004,1
39791,0679447830,3
39792,0684857278,3
39793,0743250508,1
39794,3505072923,1
39795,3518014315,1
39796,0590408011,2
39797,8804370858,3
39798,0974506818,1
39799,2070377822,1
39800,3442135613,1
39801,8421612093,1
39802,0671796585,1
39803,0070132127,0
39804,0965681076,1
39805,0006163041,1
39806,0060177500,6
39807,0140083634,2
39808,0226583570,1
39809,0330232932,3
39810,0349105847,2
39811,0380807610,0
39812,0385491115,3
39813,0451178025,2
39814,0525943854,1
39815,0571215769,1
39816,0609805363,8
39817,067972026X,4
39818,0684832828,3
39819,0754014975,1
39820,0786015780,1
39821,0807609560,1
39822,0862412757,2
39823,0879239824,1
39824,0887503810,1
39825,0890872465,1
39826,1740595904,2
39827,1850154406,1
39828,1930051999,1
39829,902148451X,1
39830,3423084189,1
39831,0812931122,0
39832,9722009729,2
39833,9722113666,2
39834,9728423853,1
39835,0140089489,1
39836,0312966172,1
39837,0553263609,1
39838,0553578596,1
39839,082800563X,1
39840,155874875X,4
39841,0345453328,2
39842,0345460723,2
39843,0688135714,2
39844,3442359058,1
39845,3423084448,1
39846,3442723108,1
39847,3548255108,1
39848,0140014748,1
39849,0425155064,6
39850,8401499577,1
39851,8408023624,1
39852,8420633518,3
39853,8420636665,1
39854,8423325474,1
39855,8466309497,2
39856,8472232158,1
39857,8495501759,3
39858,3442446961,0
39859,3257061153,2
39860,0688131158,2
39861,0805066691,3
39862,0385426143,1
39863,0375404481,4
39864,8807812797,3
39865,0425150070,2
39866,1930922043,1
39867,0345404920,2
39868,0679425411,3
39869,0831795492,1
39870,0486287149,2
39871,1564409988,3
39872,0060182172,3
39873,0345439236,2
39874,0671038206,2
39875,0688167713,1
39876,1885211554,2
39877,0595656404,1
39878,0395345308,1
39879,0446522856,2
39880,0060648805,1
39881,0140088911,2
39882,0140390243,2
39883,0192834975,1
39884,0226542378,1
39885,0312929420,1
39886,0330312790,1
39887,0393323366,1
39888,0446364487,2
39889,0446607533,1
39890,0449209164,3
39891,0451170121,1
39892,067972477X,5
39893,0679801006,2
39894,0679838961,1
39895,0679893571,1
39896,0723239991,1
39897,0751503894,7
39898,0833544721,1
39899,1565840437,1
39900,1581170769,1
39901,8401012457,0
39902,8401327571,2
39903,8401496128,1
39904,8472228460,1
39905,034542316X,1
39906,0446326305,2
39907,0553290088,2
39908,0385423357,1
39909,0385476876,1
39910,0394551788,1
39911,0515081868,1
39912,0517584212,5
39913,0671023209,11
39914,0671891081,6
39915,0785276149,2
39916,0786002700,2
39917,0786860960,1
39918,9722318179,0
39919,2700728335,1
39920,0849929911,3
39921,0889682070,0
39922,0913367559,1
39923,1560438495,1
39924,1593280033,1
39925,0385498381,1
39926,0871137348,1
39927,1551669609,3
39928,0688118151,1
39929,0425188604,1
39930,0679725091,2
39931,0743236165,1
39932,1400040272,3
39933,1878448986,0
39934,0140430644,3
39935,0743230205,1
39936,0743226631,1
39937,0140124187,2
39938,0312156839,1
39939,0425164772,1
39940,0671254677,1
39941,0688161715,2
39942,1888451165,0
39943,0449211185,1
39944,0060514981,2
39945,0974294918,1
39946,0151157936,1
39947,0805063579,3
39948,0876852630,0
39949,3257233531,1
39950,3442446090,1
39951,0393323544,2
39952,0310240085,1
39953,0310241448,1
39954,0310252172,5
39955,0684809184,2
39956,0684863170,1
39957,0736910034,2
39958,0736911758,0
39959,0764223771,1
39960,0764227009,2
39961,0764227017,1
39962,0764227025,0
39963,0764227033,1
39964,0781440289,1
39965,0785261699,1
39966,0785264825,1
39967,0785266453,1
39968,0787957046,1
39969,0840748493,1
39970,0842353607,1
39971,0842381066,0
39972,0849917867,1
39973,0849944716,2
39974,0849995442,1
39975,0875081886,0
39976,087788630X,1
39977,0882709496,1
39978,0895261286,1
39979,0896939383,1
39980,0898159520,1
39981,1563097613,1
39982,1576736881,1
39983,1576833364,1
39984,1576834638,0
39985,1576834697,1
39986,1578562996,1
39987,1578564999,2
39988,1578565006,1
39989,1578565014,1
39990,1590520807,1
39991,159052148X,1
39992,1591450187,1
39993,1591856132,1
39994,0425166112,5
39995,0425182010,7
39996,0062514857,2
39997,080242712X,1
39998,0802482422,1
39999,0945564473,1
40000,0345295064,2
40001,0553249231,1
40002,0226534154,2
40003,0066620112,1
40004,0345372980,3
40005,0375758372,1
40006,0380016362,6
40007,0393027163,1
40008,0394519124,0
40009,0394729846,1
40010,042517168X,1
40011,0486401588,6
40012,0517415127,1
40013,0553013769,1
40014,0553231723,2
40015,0613225783,3
40016,0806516674,1
40017,0812507479,3
40018,089659419X,1
40019,0914676520,0
40020,1585743941,1
40021,1888173564,3
40022,0140126023,2
40023,0060014342,4
40024,0618219226,2
40025,0786880252,2
40026,1573240249,2
40027,050552287X,2
40028,0330338390,1
40029,9722105485,1
40030,3453190041,4
40031,3426614596,1
40032,3426615029,1
40033,3453147235,6
40034,0425097609,17
40035,0451126505,4
40036,0553241222,1
40037,0753816733,2
40038,0312868952,0
40039,014044176X,2
40040,0395477824,2
40041,0452008492,0
40042,0688178057,9
40043,0771098510,2
40044,0773727590,1
40045,077373306X,0
40046,0879759402,2
40047,0889740321,1
40048,0919754163,1
40049,1894121082,0
40050,207071523X,3
40051,2213613486,1
40052,2891980441,1
40053,2894190263,1
40054,9681902688,2
40055,0061000671,2
40056,0312143060,1
40057,0345311574,1
40058,0394582616,0
40059,0425045021,1
40060,0449142647,1
40061,1557731136,4
40062,0060950552,1
40063,0140049134,1
40064,0316116106,3
40065,0702804045,1
40066,0751514314,1
40067,0877957894,1
40068,1871592607,1
40069,0007105940,1
40070,3404142667,0
40071,0224020927,1
40072,0307000435,1
40073,0307001059,3
40074,0307010007,3
40075,0307020215,2
40076,0307020231,2
40077,0307020851,0
40078,0307031152,1
40079,0307046028,1
40080,0316355151,1
40081,0345298748,4
40082,0345424603,9
40083,0373290381,1
40084,0373290837,2
40085,0517585839,2
40086,0553138979,1
40087,0689817193,2
40088,0729000664,0
40089,0761514252,2
40090,0764221973,2
40091,0859534030,0
40092,1558505814,2
40093,1573240753,2
40094,3312008018,0
40095,2070425541,1
40096,0893757063,2
40097,8486747627,1
40098,0446515051,8
40099,0449148866,1
40100,067164646X,3
40101,0671898493,4
40102,0340620803,1
40103,0671711172,1
40104,0028619463,1
40105,0060929324,1
40106,0785280642,2
40107,0786883448,1
40108,0895263211,1
40109,156592262X,2
40110,1565923227,2
40111,1578700396,0
40112,0060393297,4
40113,0374252904,1
40114,0394759923,1
40115,0452269520,1
40116,0679760806,16
40117,0760307520,1
40118,0760730008,0
40119,0802150594,3
40120,0847811603,1
40121,1559702680,0
40122,157324550X,1
40123,0451407423,2
40124,0425176975,1
40125,0451163486,4
40126,0375702652,4
40127,0451528123,1
40128,0452281156,1
40129,0140060669,2
40130,0246137339,0
40131,028399598X,1
40132,0752818643,2
40133,1853260258,7
40134,1856190676,1
40135,1857985915,1
40136,188691026X,2
40137,0312261780,6
40138,0684808099,0
40139,3453187008,1
40140,3442760003,11
40141,0060515848,1
40142,0060554770,2
40143,0312300387,1
40144,0425181626,3
40145,0553096524,2
40146,0688165117,2
40147,0688175724,2
40148,0738204005,3
40149,0743219449,2
40150,0786885742,1
40151,0789306808,1
40152,0811215199,0
40153,0940322560,1
40154,0966347358,1
40155,1400030366,1
40156,1560254971,3
40157,184195182X,1
40158,0028604385,1
40159,034910509X,0
40160,0349109699,4
40161,0773760571,0
40162,0786865334,3
40163,0786887567,1
40164,0802713491,1
40165,156282788X,2
40166,1566563496,1
40167,1581821875,1
40168,1840186348,1
40169,1861974450,2
40170,0380729040,1
40171,0380799103,2
40172,0684839458,1
40173,0684869489,2
40174,0811827623,4
40175,0451150651,2
40176,0349112363,0
40177,038542096X,1
40178,0316724440,3
40179,0452282705,0
40180,055301434X,1
40181,0688157998,1
40182,0896218058,1
40183,1885305419,1
40184,3404102320,2
40185,0060987219,6
40186,0028640071,1
40187,0060269871,2
40188,0060545739,2
40189,0060930284,2
40190,0061012882,2
40191,013143344X,1
40192,0140071202,1
40193,0140389709,1
40194,0140513221,3
40195,0307103439,1
40196,0307126048,0
40197,0307215245,1
40198,0312187750,3
40199,0312913486,0
40200,0312950063,2
40201,0312955928,1
40202,0312966164,1
40203,0316351679,1
40204,0345435036,4
40205,0373061587,1
40206,0373089465,1
40207,0373190026,1
40208,0373290284,0
40209,0373707207,1
40210,0375800085,1
40211,0375808736,1
40212,0380002558,5
40213,038070384X,4
40214,0380713829,1
40215,0380724243,2
40216,038075343X,1
40217,0380780488,0
40218,0385490879,2
40219,0394836103,2
40220,0394839145,0
40221,0394872258,1
40222,0394890493,2
40223,0399140786,1
40224,0399221182,1
40225,0425098087,5
40226,0425150976,1
40227,0425184463,1
40228,0439135508,4
40229,0440207290,3
40230,0440423376,4
40231,0440800765,1
40232,0440966388,2
40233,0446511528,6
40234,0446523704,2
40235,0449219887,1
40236,0451404238,2
40237,0451404823,4
40238,0451408543,1
40239,0451408713,1
40240,0451410513,1
40241,0452281512,1
40242,0453008917,1
40243,050552273X,1
40244,0515106402,4
40245,0515112089,1
40246,0515119385,2
40247,0517597160,2
40248,0525460764,0
40249,0553117084,3
40250,0553154222,1
40251,0553156640,0
40252,0553256750,4
40253,0553260502,2
40254,0553280597,1
40255,0553283855,1
40256,0553574094,5
40257,0553802283,2
40258,0590137689,1
40259,059041125X,0
40260,0590418580,3
40261,0590431145,1
40262,0590431714,1
40263,0590486861,1
40264,0590679104,1
40265,0670241334,8
40266,0670876623,1
40267,0671027522,8
40268,0671469428,1
40269,0671542036,3
40270,0671676695,0
40271,067169054X,1
40272,0671748882,3
40273,0671775413,1
40274,0688143695,6
40275,0689806981,2
40276,0689830971,2
40277,0743436822,6
40278,0743457439,4
40279,0753505843,1
40280,0763615013,1
40281,0786015136,2
40282,0786830697,1
40283,0786863056,1
40284,0786866314,2
40285,0816704031,1
40286,0821749927,2
40287,0843114312,0
40288,0843115653,2
40289,0843949074,2
40290,0849915309,2
40291,0849951283,1
40292,0963198106,2
40293,1551660598,7
40294,1551664275,4
40295,1551665247,4
40296,1552094839,2
40297,1559029870,1
40298,1570426449,3
40299,1570642575,2
40300,157082262X,4
40301,1570822662,1
40302,1570827893,2
40303,1842361538,1
40304,1858547628,1
40305,1885477112,1
40306,019283312X,2
40307,034910946X,0
40308,0747233713,1
40309,0812532457,1
40310,042514786X,1
40311,0373885067,1
40312,0373898436,2
40313,0375502548,5
40314,0395245214,1
40315,0446513873,1
40316,050552113X,6
40317,0517091518,1
40318,0553443291,0
40319,055356918X,4
40320,0553580779,0
40321,0671797476,5
40322,0684814889,3
40323,0843940328,0
40324,0879733217,1
40325,155166013X,3
40326,1551664879,3
40327,1551666898,2
40328,1551669277,2
40329,155972045X,1
40330,0070055327,0
40331,0316171468,2
40332,0373264070,1
40333,0375413227,1
40334,0380435543,4
40335,0399131949,1
40336,0446512931,1
40337,0449906140,2
40338,0451191404,0
40339,0553755870,1
40340,067162699X,1
40341,0684853965,1
40342,0758201362,3
40343,0881847720,1
40344,1414052006,1
40345,0316605107,3
40346,0670891924,1
40347,0151334811,1
40348,0374190666,7
40349,0964397056,0
40350,0380706873,1
40351,0448095319,2
40352,0553480049,1
40353,0590065874,1
40354,0590435094,2
40355,0590437194,1
40356,0590440845,1
40357,0590440853,1
40358,0590447998,2
40359,0590448013,1
40360,0590449699,2
40361,0590470159,1
40362,0671003240,0
40363,0671017144,4
40364,0671882902,0
40365,0816734399,1
40366,0425164896,1
40367,0671634097,2
40368,3257218265,4
40369,3257232829,0
40370,3332006029,3
40371,3404148231,2
40372,3423206209,1
40373,3423706716,2
40374,3442086345,1
40375,3442150841,2
40376,3442436109,1
40377,3442445744,0
40378,3442445906,6
40379,3442451426,7
40380,3453021959,4
40381,3453023757,4
40382,3453147103,1
40383,3453209435,1
40384,3453863739,2
40385,3462031082,2
40386,3499121123,1
40387,349922884X,0
40388,3551515786,3
40389,3596152283,1
40390,1895686393,0
40391,0140048979,4
40392,0439270553,2
40393,0882141015,2
40394,0931580978,2
40395,0451408705,3
40396,0744560578,1
40397,0911274863,1
40398,1551669560,5
40399,0151006008,0
40400,044023512X,12
40401,0671502271,2
40402,0060508183,2
40403,0440240875,5
40404,0446531448,1
40405,158005031X,2
40406,0316107255,7
40407,0345277600,1
40408,0440222982,1
40409,0451451317,2
40410,0671520989,1
40411,0671791540,2
40412,0761521763,1
40413,0836220692,1
40414,0865361320,2
40415,0806961198,2
40416,0743229495,0
40417,0451179218,1
40418,0670853453,2
40419,0030119197,1
40420,0070515182,1
40421,015601159X,2
40422,0192838717,2
40423,0205292534,1
40424,0374524971,1
40425,0385312113,4
40426,0486202682,1
40427,0671510991,3
40428,0697286924,1
40429,0876091079,0
40430,1893554163,1
40431,1565925122,2
40432,0866119671,2
40433,1403380481,1
40434,0140196153,1
