isbn,book_author,publisher,language,category_high,years
0937295477,Valerie Tripp,Pleasant Company Publications,en,fiction,1990
0943233437,others,Conari Press,en,others,2000
0967307902,others,others,en,fiction,2020
0970760094,others,others,en,fiction,2020
0971290903,others,others,en,fiction,2020
1550548913,Will Ferguson,Douglas & McIntyre,en,fiction,2020
1556612966,Janette Oke,Bethany House,en,fiction,2000
1556614373,Gilbert Morris,Bethany House,en,fiction,2020
155661456X,Janette Oke,Bethany House,en,fiction,2000
1556616120,Janette Oke,Bethany House,en,fiction,2000
1556616988,Gilbert Morris,Bethany House,en,fiction,2000
1558745718,Jack Canfield,Health Communications,en,pets,2000
1561794708,others,Tyndale House Pub,en,psycholog,2000
1561797464,Charles Dickens,Bethany House,en,fiction,2000
1562470043,Valerie Tripp,Pleasant Company Publications,en,fiction,2000
1562470752,others,others,en,fiction,2000
1562471171,others,Pleasant Company Publications,en,fiction,2000
1562475150,Valerie Tripp,Pleasant Company Publications,en,aunts,2000
1562475193,Valerie Tripp,Pleasant Company Publications,en,christmas stories,2000
1562475878,Valerie Tripp,Pleasant Company Publications,en,fiction,2000
1562476661,others,Pleasant Company Publications,en,nonfiction,2000
1565073541,others,Harvest House Pub,en,religion,2000
1565073584,Emilie Barnes,Harvest House Pub,en,religion,2000
1565121562,Lee Smith,Algonquin Books of Chapel Hill,en,fiction,2000
1565122062,Kaye Gibbons,Algonquin Books of Chapel Hill,en,fiction,2000
1566840287,Richard Paul Evans,others,en,fiction,2000
1567184855,others,Llewellyn Publications,en,fiction,2000
1568657803,Liz Curtis Higgs,Thomas Nelson,en,christian,2000
1570361975,others,Andrews McMeel Pub,en,fiction,2000
1570824304,others,Random House,en,fiction,2000
1576734013,Liz Curtis Higgs,Multnomah,en,fiction,2000
1576737284,Max Lucado,Multnomah,en,religion,2000
1584851651,others,others,en,nonfiction,2020
1890437557,others,others,en,fiction,2020
3453025423,Robert Harris,Distribooks,en,fiction,2020
8807816806,Stefano Benni,Distribooks,it,fiction,2020
0312863403,Piers Anthony,St Martins Pr,en,fiction,2000
0553141406,others,Bantam,en,fiction,1990
086547642X,others,North Point Press,en,biography autobiography,2020
0140380361,others,Puffin Books,en,fiction,2000
1558744630,Jack Canfield,Health Communications,en,fiction,2000
0394588169,others,Knopf,en,fiction,2000
8475843271,others,others,en,fiction,2000
0020518501,Ernest Hemingway,Scribner,en,fiction,1990
0316143464,David Sedaris,"Little, Brown",en,fiction,2020
0385336322,DANIELLE STEEL,Delacorte Press,en,fiction,2020
0440236789,DANIELLE STEEL,Dell,en,fiction,2020
0553214225,Edith Wharton,Bantam,en,fiction,2000
0553294385,ISAAC ASIMOV,Spectra,en,fiction,2000
0553568914,Kinky Friedman,Bantam,en,fiction,2000
0553583867,others,Bantam,en,fiction,2020
1558746161,Jack Canfield,others,en,nonfiction,2000
1573222623,others,Riverhead Books,en,fiction,2020
0060532920,Phillip Margolin,HarperAudio,en,fiction,2020
0345350685,others,Ballantine Books,en,biography autobiography,1990
0345384687,Harry Turtledove,Del Rey,en,fiction,2000
0380018446,Erich Segal,HarperTorch,en,fiction,2020
0380762277,others,Avon,en,family,2000
0425190641,Clive Cussler,Berkley Publishing Group,en,fiction,2020
0439139600,J. K. Rowling,Scholastic,en,fiction,2020
0439358078,J. K. Rowling,Scholastic,en,fiction,2020
0449204553,Peter Jenkins,Fawcett,en,history,1990
0515137111,Nora Roberts,Jove Books,en,fiction,2020
0553584014,others,Bantam,en,fiction,2020
0671695126,V.C. Andrews,Pocket,en,fiction,2000
0671759329,V.C. Andrews,Pocket,en,fiction,2000
0743457870,V.C. Andrews,Pocket,en,fiction,2020
074350030X,Clive Cussler,Audioworks,en,fiction,2020
0786861754,James Lee Burke,Hyperion,en,fiction,2000
0786890002,Ridley Pearson,Hyperion,en,fiction,2020
0812540123,Carole Nelson Douglas,Forge,en,fiction,2000
0870405039,others,others,en,crafts,1990
0891760326,others,others,en,fiction,1970
1401301061,others,Hyperion,en,biography autobiography,2020
1551661519,Rona Jaffe,Mira,en,fiction,2000
1559278374,Jeffrey Archer,Audio Renaissance,en,fiction,2020
1564969630,others,Roc,en,crafts,2020
1565111273,Ayn Rand,Highbridge Audio,en,fiction,2000
1572700645,Aldous Huxley,Audio Partners,en,fiction,2000
1931499403,others,Interweave Press,en,crafts,2020
0399142282,Patricia Daniels Cornwell,Putnam Publishing Group,en,fiction,2000
0553563521,Jonathan Kellerman,Bantam,en,fiction,2000
055357230X,Jonathan Kellerman,Bantam,en,fiction,2000
0140193383,others,Penguin,en,fiction,2000
0446670626,Isaac Asimov,Warner Books,en,performing arts,2000
0553213539,others,Bantam,en,fiction,1990
0590429892,David Macaulay,Scholastic,en,others,1990
0671004107,Carl Sagan,Pocket,en,fiction,2000
0782123813,others,Sybex,en,computer,2000
0782125352,others,Sybex Inc,en,fiction,2000
1561703249,others,Hay House,en,architect,2000
1890159018,others,Greenery Press (CA),en,psycholog,2000
9681905202,others,Alfaguara,en,fiction,2000
8420634778,Amin Maalouf,Alianza,en,fiction,2020
0449200396,John Updike,Not Avail,en,fiction,1990
0425173615,Victoria Thompson,Berkley Publishing Group,en,fiction,2020
0060907215,others,Harpercollins,en,religion,1980
0385302274,Nancy Pickard,Bantam,en,fiction,2000
0425098680,Anne Tyler,Ivy Books,en,others,2000
0553245694,Tom Robbins,Bantam,en,others,1990
0671683993,Alice Walker,Pocket,en,fiction,2000
0684186454,others,Scribner,en,fiction,1990
0874775639,others,Putnam Pub Group,en,language,2000
0670873683,Richard Peck,Penguin,en,fiction,2000
0020519001,Ernest Hemingway,Simon & Schuster,en,fiction,1990
0060973277,Oscar Hijuelos,Perennial,en,fiction,2000
0345426029,others,Ballantine Books,en,fiction,2000
0375704906,Ruth Rendell,Vintage,en,fiction,2000
0425168700,Alice Hoffman,Berkley Publishing Group,en,fiction,2000
0688127169,Richard Bach,Harpercollins,en,fiction,2000
9722110195,others,Caminho,en,fiction,2000
0714832529,Editors of Phaidon Press,Phaidon Press,en,fiction,2000
0440784743,Judy Blume,Yearling,en,fiction,1980
0812551532,W. Michael Gear,Forge,en,fiction,2000
1573247022,others,Conari Press,en,fiction,2020
0451132157,others,Signet Book,en,fiction,1990
0312263449,others,Picador,en,travel,2020
0060504080,Barbara Kingsolver,Perennial,en,literary,2020
0060548533,others,Perennial,en,science,2020
0060830719,Leo Tolstoy,Perennial,en,russia,1970
0060904453,James Thurber,Collins,en,others,1980
0060921145,Barbara Kingsolver,Perennial,en,fiction,2000
0060929979,Sue Miller,Perennial,en,fiction,2000
0060977205,others,Perennial,en,psycholog,2000
0060987049,Douglas Coupland,Regan Books,en,fiction,2000
0061003638,Agatha Christie,Harper Mass Market Paperbacks,en,detective and mystery stories,2000
0061054887,Ursula K. Le Guin,Eos,en,fiction,2000
0140119906,Gabriel Garcia Marquez,Penguin,en,adultery,2000
0140120491,others,Penguin,en,fiction,1990
0141439475,Mary Wollstonecraft Shelley,Penguin,en,fiction,2020
0156907380,Virginia Woolf,Harvest Books,en,fiction,1980
0195061675,Sophocles,Oxford University Press,en,business,2000
0271007494,others,others,en,african americans,2000
0312263996,Paul Auster,Picador,en,fiction,2020
0312286236,others,Picador,en,fiction,2020
0345404475,Philip K. Dick,Del Rey,en,fiction,2000
0373263953,others,Worldwide Library,en,fiction,2020
0374100128,Jonathan Franzen,Farrar Straus Giroux,en,fiction,2020
0374521409,Elie Wiesel,others,en,fiction,1990
0374525641,others,"Farrar, Straus and Giroux",en,fiction,2000
037540273X,TONI MORRISON,Knopf,en,fiction,2000
0375404929,others,Knopf,en,fiction,2000
0375503897,others,Random House,en,fiction,2020
0375507639,others,Random House,en,fiction,2020
0375703861,others,Vintage,en,fiction,2020
0380718650,others,Harper Mass Market Paperbacks,en,fiction,2000
0380726254,Faye Kellerman,Avon,en,fiction,2000
0385094787,others,Anchor,en,fiction,1980
0385474547,others,Anchor,en,fiction,2000
0393308839,others,W. W. Norton & Company,en,fiction,2000
0393314812,others,W. W. Norton & Company,en,history,2000
0394742117,Isak Dinesen,Vintage,en,fiction,1990
039597707X,others,Houghton Mifflin,en,fiction,2020
0399525750,others,Perigee Books,en,fiction,2020
0425097269,Peter Straub,Berkley Publishing Group,en,fiction,2000
0425164829,others,Berkley Publishing Group,en,fiction,2000
0425171884,Tom Clancy,Berkley Publishing Group,en,fiction,2000
0446610380,Octavia E. Butler,Aspect,en,others,2020
0446677426,Connie Willis,Aspect,en,fiction,2020
0446690295,others,Warner Books,en,fiction,2020
044900483X,others,Ballantine Books,en,fiction,2000
0449227545,Ken Follett,Fawcett,en,fiction,2000
0451521250,William Shakespeare,Signet Classics,en,fiction,1990
0451521323,William Shakespeare,Penguin,en,fiction,2000
0451524039,others,Signet Classics,en,fiction,2000
0452282195,Toni Morrison,Plume Books,en,fiction,2020
0452283868,Toni Morrison,Plume Books,en,fiction,2020
0486270637,Jack London,Dover Publications,en,fiction,2000
0515087947,Lilian Jackson Braun,Jove Books,en,fiction,2000
0515102652,Lilian Jackson Braun,Jove Books,en,fiction,2000
051512088X,Catherine Coulter,Jove Books,en,fiction,2020
051788206X,others,Three Rivers Press,en,cook,2000
0553100343,David Brin,Bantam,en,fiction,2000
0553206036,others,Bantam,en,fiction,1980
0553211404,Charlotte Bronte,Bantam,en,fiction,1990
0553214187,Willa Cather,Bantam,en,fiction,2000
0553250515,others,Bantam,en,fiction,1990
0553269828,others,Spectra,en,fiction,1990
0553279718,others,Spectra,en,fiction,2000
0553562738,Connie Willis,Spectra,en,fiction,2000
0553575384,Connie Willis,Bantam,en,fiction,2000
0553580515,Connie Willis,Bantam,en,fiction,2020
0571169341,Tom Stoppard,Faber & Faber,en,drama,2000
0618119809,others,Mariner Books,en,fiction,2020
067084134X,Saul Bellow,Viking,en,fiction,2020
0671722654,William Shakespeare,Washington Square Press,en,drama,2000
0671734547,others,Simon & Schuster,en,religion,2000
0679422188,Marianne Williamson,Random House,en,psycholog,2000
0679447393,others,Random House,en,biography autobiography,2000
0679749861,others,Vintage,en,science,2000
0684831546,Annie Proulx,Scribner,en,fiction,2000
0684853701,others,Simon & Schuster,en,fiction,2000
074325547X,Bob Woodward,Simon & Schuster,en,fiction,2020
0802136346,Jerzy Kosinski,Grove Press,en,fiction,2000
080410526X,others,Ivy Books,en,fiction,1990
0804832560,others,Tuttle Pub,en,biography autobiography,2020
0812580354,Robert J. Sawyer,Tor Science Fiction,en,fiction,2020
0812695313,others,others,en,performing arts,2020
0832903930,others,others,en,cook,1990
0874776953,others,Jeremy P. Tarcher,en,fiction,2000
0899198929,others,Houghton Mifflin,en,literary,1990
0915943565,others,Milkweed Editions,en,fiction,2000
0918949165,others,Papier-Mache Press,en,fiction,2000
0935908315,others,others,en,fiction,1990
0962197963,others,others,en,fiction,2020
140003065X,others,Vintage,en,fiction,2020
1400032717,others,Vintage,en,fiction,2020
1556151047,others,Microsoft Pr,en,mathemat,1990
1561003913,others,Brilliance Audio,en,fiction,2000
1566190932,Jane Austen,Barnes Noble,en,fiction,2000
1573222453,others,Riverhead Books,en,fiction,2020
1573226106,others,Riverhead Books,en,biography autobiography,2000
1583224890,Noam Chomsky,Seven Stories Press,en,science,2020
1589880013,others,others,en,nature,2020
1593080549,others,Barnes & Noble,en,fiction,2020
1594200106,others,Penguin,en,fiction,2020
1886039224,others,others,en,others,2000
0684857820,others,Scribner,en,fiction,2000
0140051317,Roald Dahl,Penguin,en,fiction,2000
8420448583,others,others,es,fiction,2020
8423988767,others,"Espasa Calpe Mexicana, S.A.",en,fiction,2020
8475966519,others,Editorial Emp̼ries,en,fiction,2000
8479274182,others,others,en,fiction,2000
0553291890,Arthur C. Clarke,Spectra,en,fiction,2000
0586213333,Louise Cooper,Collins,en,fiction,2000
2246567610,others,Grasset,en,fiction,2020
2253153427,others,others,en,fiction,2020
2264010991,Antonio Tabucchi,Editions 10/18,en,fiction,1990
2715223528,others,others,fr,fiction,2020
2883531714,others,others,en,fiction,2020
0060092645,Christina Dodd,Avon,en,fiction,2020
0061031755,Stephanie Laurens,Avon,en,fiction,2020
0449207331,James A. Michener,Fawcett,en,literary,1990
0451207378,Virginia Henley,Signet Book,en,fiction,2020
0812551583,Charles de Lint,Tor Fantasy,en,fiction,2000
0743410653,others,Pocket,en,fiction,2020
0446674109,others,Warner Books,en,fiction,2000
0684846861,others,Scribner,en,fiction,2000
0743200349,others,Touchstone,en,fiction,2020
0761521097,others,Prima Lifestyles,en,humor,2000
1582430748,others,Counterpoint Press,en,fiction,2020
0140124373,others,Penguin,en,fiction,2020
0450411435,Stephen King,Trafalgar Square,en,horror tales,2000
0749309636,Graham Masterton,Mandarin,en,fiction,2000
1853811262,Margaret Atwood,Trafalgar Square,en,fiction,2000
0375704973,Ruth Rendell,Random House,en,fiction,2020
034543059X,others,Ballantine Books,en,fiction,2000
037541309X,others,Knopf,en,fiction,2020
0752848011,others,Orion,en,fiction,2000
1580083412,Richard Nelson Bolles,Ten Speed Pr,en,fiction,2020
0140236716,others,Penguin,en,fiction,2000
0060183527,others,Collins,en,social,2000
0060937114,others,Perennial,en,fiction,2020
031224116X,others,St. Martin's Minotaur,en,fiction,2020
0380973499,others,William Morrow,en,biography autobiography,2000
0385319622,others,Dial Press,en,biography autobiography,2020
038549565X,others,Anchor,en,biography autobiography,2020
0440236304,others,Dell,en,history,2020
0684867184,Stephen E. Ambrose,Simon & Schuster,en,family,2000
0688158943,others,William Morrow,en,nature,2000
0743201981,others,Free Press,en,biography autobiography,2020
0743203399,Stephen E. Ambrose,Simon & Schuster,en,fiction,2020
0767908244,others,Broadway,en,biography autobiography,2020
0804100039,others,Ballantine Books,en,biography autobiography,1990
0891415947,others,Ballantine Books,en,history,2000
1853673110,others,others,en,history,2000
0140018328,Roald Dahl,French & European Pubns,en,fiction,1980
0553579606,TAMI HOAG,Bantam,en,fiction,2020
0061013439,Stuart Woods,HarperTorch,en,fiction,2020
0385177259,Isaac Asimov,Bantam,en,fiction,1990
0553282069,others,Bantam,en,fiction,1990
0553080237,others,Bantam,en,history,2000
0679459596,Jonathan Kellerman,Random House,en,fiction,2000
0006329527,others,others,en,fiction,1980
006064205X,others,Harpercollins,en,religion,1990
0060653035,others,HarperSanFrancisco,en,fiction,2000
0060830476,others,Perennial,en,fiction,2000
0061096962,others,HarperTorch,en,true crime,2000
0062505319,others,HarperSanFrancisco,en,self help,2000
0062735233,others,HarperResource,en,language,2000
0140044507,others,Penguin,en,fiction,1980
014005264X,others,Penguin,en,fiction,1980
0140286810,others,Penguin,en,history,2000
0140441077,Niccolo Machiavelli,Penguin,en,fiction,1970
0140445587,others,Penguin,en,fiction,2020
0156806797,Thomas Merton,Harcourt,en,fiction,1980
023399226X,others,Carlton Books Limited,en,fiction,2020
0306809893,others,Da Capo Press,en,history,2020
0307617963,others,Goldencraft,en,fiction,1990
0312118341,others,St Martins Pr,en,fiction,2000
0312155948,others,St Martins Pr,en,social,2000
0312194390,others,St. Martin's Press,en,fiction,2000
0316355208,others,Little Brown & Co,en,fiction,1980
0345382846,Sharon Kay Penman,Ballantine Books,en,fiction,2000
0345413938,others,Ballantine Books,en,health fitness,2000
0345460359,others,Ballantine Books,en,fiction,2020
0361074662,others,others,en,fiction,1990
0374106843,Alexander Solzhenitsyn,"Farrar, Straus and Giroux",en,fiction,1980
0374515360,others,Noonday Press,en,fiction,1980
0375708111,others,Vintage,en,science,2020
0380704161,others,Avon,en,fiction,1990
0380706512,Various,Avon,en,biography autobiography,1990
0385423977,others,Anchor,en,fiction,2000
0385477058,others,Anchor,en,science,2000
0385491077,Margaret Atwood,Anchor,en,fiction,2000
0385720254,Sylvia Plath,Anchor,en,biography autobiography,2020
0385722206,others,Anchor,en,fiction,2020
0393962873,M. H. Abrams,W W Norton & Co,en,fiction,2000
0394568354,John Updike,Knopf,en,fiction,1990
0394717953,others,Vintage,en,fiction,1980
0394752996,others,Vintage,en,fiction,1990
0395860032,others,Mariner Books,en,poetry,2000
0425147762,Anchee Min,Berkley Publishing Group,en,biography autobiography,2000
0425167801,others,Berkley Publishing Group,en,fiction,2000
0425171493,others,Prime Crime,en,fiction,2000
0425175111,others,Prime Crime,en,fiction,2020
042518045X,others,Berkley Publishing Group,en,fiction,2020
042518403X,others,Berkley Publishing Group,en,fiction,2020
0425187144,others,Prime Crime,en,fiction,2020
0425193896,others,Berkley Publishing Group,en,fiction,2020
0440183057,others,Dell,en,fiction,1990
0440237084,others,Dell,en,biography autobiography,2020
0440507294,Barbara De Angelis,Dell,en,psycholog,2000
044652087X,others,Warner Books,en,biography autobiography,2000
0446605786,Kitty Kelley,Warner Books,en,biography autobiography,2000
0446670537,others,Warner Books,en,fiction,2000
0449209113,Chaim Potok,Fawcett,en,fiction,1990
0449221504,Sue Grafton,Fawcett,en,fiction,2000
0449704335,others,Fawcett,en,fiction,2000
0451157087,others,New Amer Library,en,fiction,1990
0451522923,Charles Dickens,Signet Classics,en,fiction,1990
0451625552,others,Signet Book,en,fiction,1990
0452282020,others,Plume Books,en,fiction,2020
0486266907,Edith Wharton,Dover Publications,en,fiction,2000
0517064626,Mary Higgins Clark,Wings,en,fiction,2000
0517576988,others,Random House,en,social,2000
0517589818,others,Random House,en,social,2000
0520011309,others,University of California Press,en,fiction,1970
0520063279,others,University of California Press,en,poetry,1990
0525945210,others,Dutton,en,biography autobiography,2000
0553067966,others,Broadway,en,health fitness,2000
055320338X,others,Bantam,en,fiction,1980
0553212486,Edith Wharton,Bantam,en,new york n y,1990
0553238000,Judith Krantz,Bantam,en,fiction,1990
0553578901,Jane Feather,Bantam,en,fiction,2000
0609609068,others,Crown,en,fiction,2020
0619016620,others,Course Technology,en,computer,2020
063118449X,others,Blackwell Publishers,en,fiction,2000
0670855030,Stephen King,Viking,en,fiction,2000
0670886955,others,Viking,en,history,2020
0671250671,M. Scott Peck,Touchstone,en,interpersonal relations,1990
